id,tanggal,kecamatan,jumlah_sampah,satuan
599,1/25/2016,Kiaracondong,1.3,TON
600,1/25/2016,Arcamanik,2.7,TON
601,1/25/2016,Bandung Kidul,1.6,TON
602,1/25/2016,Bandung Wetan,1.1,TON
603,1/25/2016,Bandung Kidul,2.7,TON
604,1/25/2016,Sukasari,1.2,TON
605,1/25/2016,Sumur Bandung,1.3,TON
606,1/25/2016,Gedebage,2.5,TON
607,1/25/2016,Sukajadi,1.2,TON
608,1/25/2016,Antapani,2.5,TON
609,1/25/2016,Andir,2.4,TON
610,1/25/2016,Bojongloa Kidul,1.8,TON
611,1/25/2016,Coblong,1.7,TON
612,1/25/2016,Cidadap,1.4,TON
613,1/25/2016,Babakan Ciparay,1.9,TON
614,1/25/2016,Kiaracondong,1.2,TON
615,1/25/2016,Cinambo,2.4,TON
616,1/25/2016,Ujungberung,2.3,TON
617,1/25/2016,Mandalajati,2.1,TON
618,1/26/2016,Cidadap,1.8,TON
619,1/26/2016,Ujungberung,2.2,TON
620,1/26/2016,Sukasari,1.9,TON
621,1/26/2016,Regol,1.1,TON
622,1/26/2016,Bojongloa Kaler,2.2,TON
623,1/26/2016,Arcamanik,1.5,TON
624,1/26/2016,Buahbatu,2.2,TON
625,1/26/2016,Kiaracondong,2.1,TON
626,1/26/2016,Sukasari,1.8,TON
627,1/26/2016,Bojongloa Kidul,1.1,TON
628,1/26/2016,Lengkong,2.3,TON
629,1/26/2016,Sumur Bandung,2,TON
630,1/26/2016,Lengkong,2.7,TON
631,1/26/2016,Rancasari,2,TON
632,1/26/2016,Babakan Ciparay,1.1,TON
633,1/26/2016,Sukajadi,1.9,TON
634,1/26/2016,Buahbatu,2.1,TON
635,1/26/2016,Rancasari,1.4,TON
636,1/26/2016,Regol,1.3,TON
637,1/26/2016,Mandalajati,1.3,TON
638,1/26/2016,Astana Anyar,1.2,TON
639,1/26/2016,Andir,1.6,TON
640,1/26/2016,Sukasari,1.5,TON
641,1/26/2016,Bandung Kidul,1.9,TON
642,1/26/2016,Bandung Wetan,2.2,TON
643,1/26/2016,Kiaracondong,2.6,TON
644,1/27/2016,Lengkong,1.2,TON
645,1/27/2016,Cibiru,1.6,TON
646,1/27/2016,Arcamanik,1.6,TON
647,1/27/2016,Cidadap,2.5,TON
648,1/27/2016,Babakan Ciparay,2.2,TON
649,1/27/2016,Coblong,1.7,TON
650,1/27/2016,Coblong,1.7,TON
651,1/27/2016,Bandung Kulon,2.7,TON
652,1/27/2016,Andir,2.4,TON
653,1/27/2016,Bojongloa Kaler,1.1,TON
654,1/27/2016,Sukasari,1.2,TON
655,1/27/2016,Gedebage,2,TON
656,1/27/2016,Sumur Bandung,2,TON
657,1/27/2016,Cidadap,1.8,TON
658,1/27/2016,Sukajadi,2.6,TON
659,1/27/2016,Andir,2.1,TON
660,1/27/2016,Mandalajati,1.7,TON
661,1/27/2016,Bandung Kulon,2.1,TON
662,1/27/2016,Rancasari,2.4,TON
663,1/27/2016,Cicendo,2.4,TON
664,1/27/2016,Astana Anyar,1.1,TON
665,1/27/2016,Ujungberung,2,TON
666,1/27/2016,Regol,1.8,TON
667,1/27/2016,Regol,2.7,TON
668,1/28/2016,Astana Anyar,2,TON
669,1/28/2016,Kiaracondong,2,TON
670,1/28/2016,Bojongloa Kidul,1.9,TON
671,1/28/2016,Mandalajati,2.2,TON
672,1/28/2016,Coblong,1.6,TON
673,1/28/2016,Batununggal,1.1,TON
674,1/28/2016,Cibeunying Kidul,2.5,TON
675,1/28/2016,Bandung Wetan,2.3,TON
676,1/28/2016,Panyileukan,1.6,TON
677,1/28/2016,Cinambo,1.2,TON
678,1/28/2016,Bojongloa Kaler,2.7,TON
679,1/28/2016,Ujungberung,2.7,TON
680,1/28/2016,Antapani,2,TON
681,1/28/2016,Cicendo,2.7,TON
682,1/28/2016,Babakan Ciparay,2.6,TON
683,1/28/2016,Sukajadi,2.5,TON
684,1/28/2016,Antapani,2.2,TON
685,1/28/2016,Cibeunying Kidul,1.8,TON
686,1/28/2016,Bandung Kulon,1.4,TON
687,1/28/2016,Buahbatu,2.5,TON
688,1/28/2016,Sukajadi,1.8,TON
689,1/28/2016,Astana Anyar,2.1,TON
690,1/28/2016,Bandung Kulon,2,TON
691,1/28/2016,Cidadap,1.3,TON
692,1/29/2016,Babakan Ciparay,1.2,TON
693,1/29/2016,Batununggal,2.7,TON
694,1/29/2016,Bandung Wetan,2.4,TON
695,1/29/2016,Regol,1.4,TON
696,1/29/2016,Bojongloa Kidul,1.7,TON
697,1/29/2016,Astana Anyar,2.3,TON
698,1/29/2016,Sukasari,2.4,TON
699,1/29/2016,Kiaracondong,2.5,TON
700,1/29/2016,Coblong,2.5,TON
701,1/29/2016,Batununggal,1.4,TON
702,1/29/2016,Antapani,1.6,TON
703,1/29/2016,Gedebage,1.5,TON
704,1/29/2016,Cicendo,2.5,TON
705,1/29/2016,Bojongloa Kidul,1.2,TON
706,1/29/2016,Cidadap,1.8,TON
707,1/29/2016,Sukajadi,1.8,TON
708,1/29/2016,Bojongloa Kaler,2.6,TON
709,1/29/2016,Bandung Kulon,1.7,TON
710,1/29/2016,Cibeunying Kaler,2,TON
711,1/29/2016,Regol,2.4,TON
712,1/29/2016,Cibeunying Kidul,2.4,TON
713,1/29/2016,Rancasari,2.7,TON
714,1/29/2016,Antapani,2,TON
715,1/29/2016,Bojongloa Kidul,1.5,TON
716,1/29/2016,Ujungberung,1.5,TON
717,1/30/2016,Mandalajati,2.1,TON
718,1/30/2016,Mandalajati,1.6,TON
719,1/30/2016,Lengkong,1.4,TON
720,1/30/2016,Cibiru,2.3,TON
721,1/30/2016,Astana Anyar,1.4,TON
722,1/30/2016,Bojongloa Kidul,2.6,TON
723,1/30/2016,Regol,2.4,TON
724,1/30/2016,Cidadap,1.2,TON
725,1/30/2016,Andir,1.1,TON
726,1/30/2016,Bojongloa Kaler,2.2,TON
727,1/30/2016,Gedebage,2.4,TON
728,1/30/2016,Buahbatu,1.3,TON
729,1/30/2016,Bandung Kulon,2,TON
730,1/30/2016,Cibiru,1.2,TON
731,1/30/2016,Babakan Ciparay,1.1,TON
732,1/30/2016,Lengkong,1.3,TON
733,1/30/2016,Buahbatu,2.3,TON
734,1/30/2016,Bandung Wetan,1.3,TON
735,1/30/2016,Sukasari,2,TON
736,1/30/2016,Bandung Wetan,2.1,TON
737,1/30/2016,Panyileukan,1.6,TON
738,1/30/2016,Sukajadi,1.1,TON
739,1/30/2016,Cibeunying Kidul,2.1,TON
740,1/30/2016,Cicendo,1.2,TON
741,1/31/2016,Cidadap,1.1,TON
742,1/31/2016,Cibeunying Kaler,1.4,TON
743,1/31/2016,Mandalajati,2.2,TON
744,1/31/2016,Panyileukan,1.8,TON
745,1/31/2016,Coblong,2,TON
746,1/31/2016,Gedebage,1.6,TON
747,1/31/2016,Bandung Kulon,1.2,TON
748,1/31/2016,Cibeunying Kidul,2,TON
749,1/31/2016,Kiaracondong,1.8,TON
750,1/31/2016,Cibiru,2.2,TON
751,1/31/2016,Cibeunying Kaler,1.1,TON
752,1/31/2016,Bojongloa Kidul,1.1,TON
753,1/31/2016,Astana Anyar,2.6,TON
754,1/31/2016,Cinambo,2.7,TON
755,1/31/2016,Bojongloa Kaler,1.2,TON
756,1/31/2016,Mandalajati,2,TON
757,1/31/2016,Bandung Kidul,2.7,TON
758,1/31/2016,Antapani,2.5,TON
759,1/31/2016,Sumur Bandung,1.8,TON
760,1/31/2016,Lengkong,1.9,TON
761,1/31/2016,Babakan Ciparay,1.1,TON
762,1/31/2016,Regol,2,TON
763,1/31/2016,Cibeunying Kaler,1.3,TON
764,2/1/2016,Regol,1.2,TON
765,2/1/2016,Lengkong,1.5,TON
766,2/1/2016,Cidadap,1.6,TON
767,2/1/2016,Antapani,1.1,TON
768,2/1/2016,Buahbatu,2.6,TON
769,2/1/2016,Cinambo,2,TON
770,2/1/2016,Panyileukan,2.6,TON
771,2/1/2016,Ujungberung,2,TON
772,2/1/2016,Cibeunying Kidul,1.2,TON
773,2/1/2016,Cidadap,2.7,TON
774,2/1/2016,Bandung Wetan,2,TON
775,2/1/2016,Cicendo,1.6,TON
776,2/1/2016,Cicendo,1.8,TON
777,2/1/2016,Cinambo,1.7,TON
778,2/1/2016,Cibeunying Kaler,1.6,TON
779,2/1/2016,Panyileukan,2,TON
780,2/1/2016,Mandalajati,2.4,TON
781,2/1/2016,Gedebage,1.3,TON
782,2/1/2016,Arcamanik,1.6,TON
783,2/1/2016,Bojongloa Kaler,1.7,TON
784,2/1/2016,Bandung Kidul,1.2,TON
785,2/1/2016,Rancasari,1.5,TON
786,2/1/2016,Gedebage,1.4,TON
787,2/1/2016,Mandalajati,2.6,TON
788,2/1/2016,Astana Anyar,2.3,TON
789,2/1/2016,Bandung Kulon,2.1,TON
790,2/2/2016,Batununggal,1.6,TON
791,2/2/2016,Cibeunying Kaler,2.6,TON
792,2/2/2016,Lengkong,1.7,TON
793,2/2/2016,Cibiru,1.6,TON
794,2/2/2016,Babakan Ciparay,2.2,TON
795,2/2/2016,Cinambo,2.3,TON
796,2/2/2016,Bojongloa Kidul,1.1,TON
797,2/2/2016,Andir,2.6,TON
798,2/2/2016,Cidadap,2.6,TON
799,2/2/2016,Ujungberung,1.6,TON
800,2/2/2016,Panyileukan,1.4,TON
801,2/2/2016,Cicendo,2.2,TON
802,2/2/2016,Sukasari,1.5,TON
803,2/2/2016,Rancasari,2.3,TON
804,2/2/2016,Babakan Ciparay,1.5,TON
805,2/2/2016,Bojongloa Kidul,2.1,TON
806,2/2/2016,Cibeunying Kidul,2.7,TON
807,2/2/2016,Arcamanik,2.7,TON
808,2/2/2016,Cibeunying Kidul,2,TON
809,2/2/2016,Batununggal,1.2,TON
810,2/2/2016,Cinambo,2.5,TON
811,2/2/2016,Kiaracondong,2.2,TON
812,2/2/2016,Sumur Bandung,1.2,TON
813,2/2/2016,Bandung Kidul,2.3,TON
814,2/2/2016,Babakan Ciparay,2.2,TON
815,2/3/2016,Andir,2.3,TON
816,2/3/2016,Coblong,1.2,TON
817,2/3/2016,Coblong,1.8,TON
818,2/3/2016,Cibeunying Kidul,1.5,TON
819,2/3/2016,Buahbatu,1.6,TON
820,2/3/2016,Cibiru,2.5,TON
821,2/3/2016,Cibiru,1.6,TON
822,2/3/2016,Sukajadi,2.7,TON
823,2/3/2016,Bandung Kidul,2.4,TON
824,2/3/2016,Arcamanik,2.5,TON
825,2/3/2016,Cidadap,2.2,TON
826,2/3/2016,Sumur Bandung,1.8,TON
827,2/3/2016,Bandung Wetan,1.9,TON
828,2/3/2016,Bojongloa Kaler,1.6,TON
829,2/3/2016,Rancasari,2.3,TON
830,2/3/2016,Babakan Ciparay,2.6,TON
831,2/3/2016,Bojongloa Kaler,2.5,TON
832,2/3/2016,Andir,2.4,TON
833,2/3/2016,Bandung Wetan,1.3,TON
834,2/3/2016,Cibeunying Kaler,2.5,TON
835,2/3/2016,Sukasari,2.1,TON
836,2/3/2016,Regol,2.2,TON
837,2/3/2016,Sukajadi,1.8,TON
838,2/3/2016,Ujungberung,1.8,TON
839,2/3/2016,Bojongloa Kidul,1.5,TON
840,2/3/2016,Bojongloa Kidul,1.9,TON
841,2/3/2016,Sukasari,1.2,TON
842,2/4/2016,Lengkong,1.8,TON
843,2/4/2016,Cibeunying Kaler,1.9,TON
844,2/4/2016,Babakan Ciparay,2.3,TON
845,2/4/2016,Bojongloa Kidul,2.7,TON
846,2/4/2016,Ujungberung,1.6,TON
847,2/4/2016,Mandalajati,2,TON
848,2/4/2016,Kiaracondong,1.5,TON
849,2/4/2016,Bojongloa Kaler,1.7,TON
850,2/4/2016,Bojongloa Kaler,1.3,TON
851,2/4/2016,Rancasari,1.4,TON
852,2/4/2016,Bandung Wetan,2.2,TON
853,2/4/2016,Sukajadi,1.3,TON
854,2/4/2016,Sumur Bandung,2.7,TON
855,2/4/2016,Mandalajati,2.4,TON
856,2/4/2016,Rancasari,1.8,TON
857,2/4/2016,Antapani,2.7,TON
858,2/4/2016,Cibiru,2.7,TON
859,2/4/2016,Batununggal,1.7,TON
860,2/4/2016,Astana Anyar,2.1,TON
861,2/4/2016,Ujungberung,1.2,TON
862,2/4/2016,Coblong,1.1,TON
863,2/4/2016,Regol,1.4,TON
864,2/4/2016,Cinambo,2.6,TON
865,2/4/2016,Gedebage,2.6,TON
866,2/4/2016,Coblong,2.7,TON
867,2/4/2016,Buahbatu,2,TON
868,2/5/2016,Gedebage,1.6,TON
869,2/5/2016,Sukajadi,2.7,TON
870,2/5/2016,Mandalajati,2.6,TON
871,2/5/2016,Regol,1.4,TON
872,2/5/2016,Cibeunying Kaler,2.7,TON
873,2/5/2016,Lengkong,1.3,TON
874,2/5/2016,Panyileukan,1.4,TON
875,2/5/2016,Buahbatu,2.1,TON
876,2/5/2016,Bandung Kidul,2,TON
877,2/5/2016,Bandung Kulon,2.2,TON
878,2/5/2016,Arcamanik,1.9,TON
879,2/5/2016,Panyileukan,2,TON
880,2/5/2016,Rancasari,2.4,TON
881,2/5/2016,Bojongloa Kidul,2.1,TON
882,2/5/2016,Mandalajati,2.7,TON
883,2/5/2016,Lengkong,1.4,TON
884,2/5/2016,Cidadap,2.7,TON
885,2/5/2016,Panyileukan,2,TON
886,2/5/2016,Cibeunying Kaler,2.7,TON
887,2/5/2016,Antapani,2.7,TON
888,2/5/2016,Kiaracondong,2.1,TON
889,2/5/2016,Ujungberung,1.1,TON
890,2/5/2016,Antapani,1.9,TON
891,2/5/2016,Bandung Wetan,1.7,TON
892,2/5/2016,Sukasari,1.8,TON
893,2/5/2016,Rancasari,2.4,TON
894,2/6/2016,Regol,2.4,TON
895,2/6/2016,Bandung Kidul,1.3,TON
896,2/6/2016,Bojongloa Kidul,1.2,TON
897,2/6/2016,Antapani,2.6,TON
898,2/6/2016,Cinambo,2.4,TON
899,2/6/2016,Coblong,1.9,TON
900,2/6/2016,Sumur Bandung,1.6,TON
901,2/6/2016,Bojongloa Kaler,1.4,TON
902,2/6/2016,Bojongloa Kaler,2.6,TON
903,2/6/2016,Cinambo,2.1,TON
904,2/6/2016,Gedebage,1.8,TON
905,2/6/2016,Antapani,1.8,TON
906,2/6/2016,Ujungberung,1.5,TON
907,2/6/2016,Bandung Kulon,1.4,TON
908,2/6/2016,Astana Anyar,2.2,TON
909,2/6/2016,Buahbatu,1.9,TON
910,2/6/2016,Cicendo,2.4,TON
911,2/6/2016,Buahbatu,1.5,TON
912,2/6/2016,Cibiru,2.7,TON
913,2/6/2016,Bojongloa Kidul,1.9,TON
914,2/6/2016,Bandung Kidul,2.1,TON
915,2/6/2016,Buahbatu,2.5,TON
916,2/7/2016,Babakan Ciparay,1.9,TON
917,2/7/2016,Bandung Kulon,1.8,TON
918,2/7/2016,Sumur Bandung,2.2,TON
919,2/7/2016,Rancasari,2.2,TON
920,2/7/2016,Babakan Ciparay,1.7,TON
921,2/7/2016,Kiaracondong,1.2,TON
922,2/7/2016,Babakan Ciparay,1.6,TON
923,2/7/2016,Bojongloa Kidul,2.7,TON
924,2/7/2016,Bojongloa Kaler,1.6,TON
925,2/7/2016,Cidadap,2.6,TON
926,2/7/2016,Cibiru,1.6,TON
927,2/7/2016,Cinambo,2.1,TON
928,2/7/2016,Cidadap,1.1,TON
929,2/7/2016,Mandalajati,1.8,TON
930,2/7/2016,Sukasari,1.5,TON
931,2/7/2016,Astana Anyar,1.8,TON
932,2/7/2016,Cicendo,1.2,TON
933,2/7/2016,Bandung Wetan,2.3,TON
934,2/7/2016,Andir,2.1,TON
935,2/7/2016,Panyileukan,1.5,TON
936,2/7/2016,Antapani,2.5,TON
937,2/7/2016,Batununggal,1.1,TON
938,2/7/2016,Regol,1.8,TON
939,2/7/2016,Sukajadi,2.1,TON
940,2/7/2016,Buahbatu,1.2,TON
941,2/7/2016,Regol,1.3,TON
942,2/7/2016,Buahbatu,2,TON
943,2/7/2016,Bojongloa Kaler,1.1,TON
944,2/8/2016,Mandalajati,2.1,TON
945,2/8/2016,Babakan Ciparay,1.4,TON
946,2/8/2016,Batununggal,2.7,TON
947,2/8/2016,Astana Anyar,2.2,TON
948,2/8/2016,Cidadap,1.6,TON
949,2/8/2016,Cinambo,1.9,TON
950,2/8/2016,Regol,2.5,TON
951,2/8/2016,Sumur Bandung,2.5,TON
952,2/8/2016,Arcamanik,2.2,TON
953,2/8/2016,Batununggal,2.7,TON
954,2/8/2016,Kiaracondong,1.7,TON
955,2/8/2016,Gedebage,1.9,TON
956,2/8/2016,Rancasari,2.7,TON
957,2/8/2016,Regol,1.7,TON
958,2/8/2016,Cinambo,1.3,TON
959,2/8/2016,Buahbatu,2.5,TON
960,2/8/2016,Cibeunying Kaler,2.4,TON
961,2/8/2016,Cicendo,1.4,TON
962,2/8/2016,Gedebage,1.7,TON
963,2/8/2016,Panyileukan,2.3,TON
964,2/8/2016,Rancasari,1.2,TON
965,2/8/2016,Kiaracondong,1.9,TON
966,2/8/2016,Bojongloa Kidul,1.7,TON
967,2/9/2016,Bandung Kidul,2.6,TON
968,2/9/2016,Sumur Bandung,1.4,TON
969,2/9/2016,Ujungberung,2.7,TON
970,2/9/2016,Coblong,1.8,TON
971,2/9/2016,Buahbatu,2.6,TON
972,2/9/2016,Buahbatu,2.2,TON
973,2/9/2016,Gedebage,1.4,TON
974,2/9/2016,Sukasari,2.3,TON
975,2/9/2016,Arcamanik,2.2,TON
976,2/9/2016,Bojongloa Kaler,1.5,TON
977,2/9/2016,Bandung Wetan,2.6,TON
978,2/9/2016,Cibiru,2.5,TON
979,2/9/2016,Ujungberung,2.2,TON
980,2/9/2016,Lengkong,1.8,TON
981,2/9/2016,Panyileukan,2.3,TON
982,2/9/2016,Cidadap,2.1,TON
983,2/9/2016,Babakan Ciparay,2.7,TON
984,2/9/2016,Cibeunying Kaler,1.7,TON
985,2/9/2016,Mandalajati,1.4,TON
986,2/9/2016,Cinambo,1.2,TON
987,2/9/2016,Cidadap,1.9,TON
988,2/9/2016,Babakan Ciparay,2.2,TON
989,2/9/2016,Arcamanik,2.7,TON
990,2/9/2016,Kiaracondong,1.2,TON
991,2/9/2016,Rancasari,1.2,TON
992,2/10/2016,Bandung Kidul,1.8,TON
993,2/10/2016,Buahbatu,1.6,TON
994,2/10/2016,Bojongloa Kidul,2.3,TON
995,2/10/2016,Sukasari,2.1,TON
996,2/10/2016,Regol,1.2,TON
997,2/10/2016,Kiaracondong,2.5,TON
998,2/10/2016,Sukajadi,2.1,TON
999,2/10/2016,Cicendo,1.7,TON
1000,2/10/2016,Antapani,2.4,TON
1001,2/10/2016,Bojongloa Kaler,1.6,TON
1002,2/10/2016,Cibeunying Kaler,2,TON
1003,2/10/2016,Sukajadi,2.4,TON
1004,2/10/2016,Kiaracondong,2.5,TON
1005,2/10/2016,Bojongloa Kidul,2.1,TON
1006,2/10/2016,Bojongloa Kidul,2.5,TON
1007,2/10/2016,Rancasari,1.8,TON
1008,2/10/2016,Rancasari,2.5,TON
1009,2/10/2016,Antapani,2.7,TON
1010,2/10/2016,Cicendo,1.5,TON
1011,2/10/2016,Cibiru,2.3,TON
1012,2/10/2016,Andir,1.9,TON
1013,2/10/2016,Gedebage,2.5,TON
1014,2/10/2016,Panyileukan,2.7,TON
1015,2/10/2016,Astana Anyar,2.7,TON
1016,2/10/2016,Cidadap,2.1,TON
1017,2/10/2016,Sukajadi,2.2,TON
1018,2/10/2016,Sukasari,1.4,TON
1019,2/11/2016,Antapani,2.2,TON
1020,2/11/2016,Bojongloa Kaler,2.1,TON
1021,2/11/2016,Arcamanik,1.3,TON
1022,2/11/2016,Andir,2.7,TON
1023,2/11/2016,Cibeunying Kidul,2,TON
1024,2/11/2016,Cinambo,2.2,TON
1025,2/11/2016,Regol,1.9,TON
1026,2/11/2016,Babakan Ciparay,2.5,TON
1027,2/11/2016,Astana Anyar,2.3,TON
1028,2/11/2016,Bojongloa Kidul,1.9,TON
1029,2/11/2016,Coblong,2.4,TON
1030,2/11/2016,Cibiru,1.2,TON
1031,2/11/2016,Gedebage,2.7,TON
1032,2/11/2016,Cibiru,2.1,TON
1033,2/11/2016,Cibeunying Kaler,1.7,TON
1034,2/11/2016,Sukajadi,1.6,TON
1035,2/11/2016,Astana Anyar,2.3,TON
1036,2/11/2016,Antapani,1.1,TON
1037,2/11/2016,Gedebage,1.5,TON
1038,2/11/2016,Mandalajati,1.1,TON
1039,2/11/2016,Ujungberung,2.7,TON
1040,2/11/2016,Andir,1.3,TON
1041,2/11/2016,Sumur Bandung,1.5,TON
1042,2/11/2016,Sukajadi,1.1,TON
1043,2/11/2016,Bandung Kulon,1.9,TON
1044,2/11/2016,Batununggal,2.6,TON
1045,2/11/2016,Rancasari,1.1,TON
1046,2/11/2016,Cinambo,2.4,TON
1047,2/12/2016,Babakan Ciparay,1.6,TON
1048,2/12/2016,Cibeunying Kaler,1.6,TON
1049,2/12/2016,Coblong,1.3,TON
1050,2/12/2016,Coblong,1.7,TON
1051,2/12/2016,Cicendo,1.1,TON
1052,2/12/2016,Rancasari,2.7,TON
1053,2/12/2016,Cibiru,2.7,TON
1054,2/12/2016,Babakan Ciparay,2.2,TON
1055,2/12/2016,Bandung Kidul,2.2,TON
1056,2/12/2016,Antapani,1.3,TON
1057,2/12/2016,Batununggal,2,TON
1058,2/12/2016,Cibeunying Kidul,2.3,TON
1059,2/12/2016,Astana Anyar,2.6,TON
1060,2/12/2016,Bojongloa Kaler,2.3,TON
1061,2/12/2016,Batununggal,2.4,TON
1062,2/12/2016,Cidadap,2,TON
1063,2/12/2016,Lengkong,2.2,TON
1064,2/12/2016,Ujungberung,1.9,TON
1065,2/12/2016,Mandalajati,2.2,TON
1066,2/12/2016,Gedebage,2.2,TON
1067,2/12/2016,Bandung Kulon,2,TON
1068,2/12/2016,Cibeunying Kidul,2.2,TON
1069,2/12/2016,Arcamanik,2.3,TON
1070,2/12/2016,Antapani,2.1,TON
1071,2/12/2016,Kiaracondong,1.9,TON
1072,2/12/2016,Sukajadi,2,TON
1073,2/12/2016,Sumur Bandung,1.4,TON
1074,2/12/2016,Sukasari,2.4,TON
1075,2/13/2016,Bandung Kidul,1.8,TON
1076,2/13/2016,Regol,2.5,TON
1077,2/13/2016,Panyileukan,1.6,TON
1078,2/13/2016,Cidadap,2.1,TON
1079,2/13/2016,Bojongloa Kaler,1.9,TON
1080,2/13/2016,Andir,2,TON
1081,2/13/2016,Sukasari,2.2,TON
1082,2/13/2016,Astana Anyar,2,TON
1083,2/13/2016,Antapani,1.1,TON
1084,2/13/2016,Batununggal,1.3,TON
1085,2/13/2016,Cinambo,2.2,TON
1086,2/13/2016,Coblong,1.6,TON
1087,2/13/2016,Cicendo,2.6,TON
1088,2/13/2016,Bojongloa Kidul,1.8,TON
1089,2/13/2016,Ujungberung,2.4,TON
1090,2/13/2016,Sumur Bandung,2.7,TON
1091,2/13/2016,Cibeunying Kidul,1.4,TON
1092,2/13/2016,Kiaracondong,2.1,TON
1093,2/13/2016,Regol,1.4,TON
1094,2/13/2016,Cidadap,1.5,TON
1095,2/13/2016,Sukasari,1.9,TON
1096,2/13/2016,Gedebage,2,TON
1097,2/13/2016,Lengkong,1.4,TON
1098,2/13/2016,Coblong,1.8,TON
1099,2/14/2016,Cibeunying Kidul,1.7,TON
1100,2/14/2016,Bojongloa Kidul,1.3,TON
1101,2/14/2016,Cidadap,2.5,TON
1102,2/14/2016,Sukasari,2.5,TON
1103,2/14/2016,Andir,2.4,TON
1104,2/14/2016,Andir,2.7,TON
1105,2/14/2016,Lengkong,2.3,TON
1106,2/14/2016,Babakan Ciparay,1.9,TON
1107,2/14/2016,Rancasari,2.3,TON
1108,2/14/2016,Sumur Bandung,2.4,TON
1109,2/14/2016,Cinambo,1.6,TON
1110,2/14/2016,Astana Anyar,2.2,TON
1111,2/14/2016,Rancasari,1.4,TON
1112,2/14/2016,Kiaracondong,2.1,TON
1113,2/14/2016,Arcamanik,1.7,TON
1114,2/14/2016,Babakan Ciparay,2.7,TON
1115,2/14/2016,Antapani,1.5,TON
1116,2/14/2016,Gedebage,1.2,TON
1117,2/14/2016,Ujungberung,2.1,TON
1118,2/14/2016,Cibeunying Kaler,2.4,TON
1119,2/14/2016,Batununggal,2.4,TON
1120,2/14/2016,Panyileukan,1.9,TON
1121,2/14/2016,Bojongloa Kaler,1.9,TON
1122,2/14/2016,Arcamanik,2.1,TON
1123,2/14/2016,Cinambo,1.5,TON
1124,2/14/2016,Sukajadi,2.7,TON
1125,2/15/2016,Antapani,1.2,TON
1126,2/15/2016,Babakan Ciparay,1.7,TON
1127,2/15/2016,Cinambo,1.4,TON
1128,2/15/2016,Kiaracondong,1.1,TON
1129,2/15/2016,Rancasari,1.4,TON
1130,2/15/2016,Sukajadi,1.1,TON
1131,2/15/2016,Bojongloa Kaler,2.1,TON
1132,2/15/2016,Bandung Wetan,2.7,TON
1133,2/15/2016,Bojongloa Kidul,2.1,TON
1134,2/15/2016,Kiaracondong,2.7,TON
1135,2/15/2016,Cibeunying Kidul,1.3,TON
1136,2/15/2016,Cidadap,2.6,TON
1137,2/15/2016,Bojongloa Kaler,1.1,TON
1138,2/15/2016,Gedebage,2.2,TON
1139,2/15/2016,Bojongloa Kidul,2.6,TON
1140,2/15/2016,Cibeunying Kidul,1.9,TON
1141,2/15/2016,Batununggal,1.3,TON
1142,2/15/2016,Buahbatu,1.8,TON
1143,2/15/2016,Cibeunying Kaler,2.7,TON
1144,2/15/2016,Bandung Kidul,2,TON
1145,2/15/2016,Ujungberung,1.8,TON
1146,2/15/2016,Sumur Bandung,1.1,TON
1147,2/15/2016,Mandalajati,1.6,TON
1148,2/15/2016,Buahbatu,2.2,TON
1149,2/16/2016,Bandung Kidul,2.7,TON
1150,2/16/2016,Bojongloa Kidul,2.5,TON
1151,2/16/2016,Cibiru,1.9,TON
1152,2/16/2016,Sukajadi,1.9,TON
1153,2/16/2016,Andir,1.4,TON
1154,2/16/2016,Panyileukan,1.1,TON
1155,2/16/2016,Cibeunying Kaler,1.5,TON
1156,2/16/2016,Kiaracondong,2.1,TON
1157,2/16/2016,Batununggal,2.3,TON
1158,2/16/2016,Ujungberung,1.3,TON
1159,2/16/2016,Andir,1.3,TON
1160,2/16/2016,Sukasari,1.9,TON
1161,2/16/2016,Bojongloa Kidul,1.8,TON
1162,2/16/2016,Cibeunying Kidul,2.2,TON
1163,2/16/2016,Cidadap,1.9,TON
1164,2/16/2016,Batununggal,1.5,TON
1165,2/16/2016,Cinambo,2.4,TON
1166,2/16/2016,Bandung Wetan,1.4,TON
1167,2/16/2016,Regol,2.7,TON
1168,2/16/2016,Arcamanik,1.5,TON
1169,2/16/2016,Cicendo,2,TON
1170,2/16/2016,Cibiru,1.8,TON
1171,2/16/2016,Ujungberung,2,TON
1172,2/16/2016,Coblong,1.6,TON
1173,2/16/2016,Bandung Kulon,1.1,TON
1174,2/16/2016,Regol,2.4,TON
1175,2/17/2016,Bandung Kulon,2.6,TON
1176,2/17/2016,Cidadap,1.3,TON
1177,2/17/2016,Rancasari,1.8,TON
1178,2/17/2016,Sukajadi,1.7,TON
1179,2/17/2016,Sumur Bandung,1.6,TON
1180,2/17/2016,Buahbatu,1.8,TON
1181,2/17/2016,Astana Anyar,1.9,TON
1182,2/17/2016,Bandung Wetan,1.1,TON
1183,2/17/2016,Bandung Kulon,2,TON
1184,2/17/2016,Bandung Kidul,1.1,TON
1185,2/17/2016,Lengkong,1.6,TON
1186,2/17/2016,Coblong,2.7,TON
1187,2/17/2016,Sukasari,1.2,TON
1188,2/17/2016,Kiaracondong,1.1,TON
1189,2/17/2016,Ujungberung,1.8,TON
1190,2/17/2016,Arcamanik,2.2,TON
1191,2/17/2016,Cibeunying Kidul,1.9,TON
